titre,definition_gpt,prompt_prefix,Prompt_suffix,prompt,model,max_tokens,temperature,top_p,frequency_penalty,presence_penalty,_gpt_raw,date
B2B2B,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme B2B2B en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
B2B2C,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme B2B2C en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
BANT,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme BANT en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Base salon,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Base salon en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
BDR,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme BDR en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Bibliothèque de contenus,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Bibliothèque de contenus en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Bien industriel,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Bien industriel en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Blog d'entreprise,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Blog d'entreprise en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
BOFU,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme BOFU en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
BtoB,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme BtoB en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
BtoBtoC,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme BtoBtoC en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Bus mailing,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Bus mailing en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Call tracking,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Call tracking en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
Carte d'achat,,Décris ce que signifie le terme , en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,Décris ce que signifie le terme Carte d'achat en trois parties de 300 mots chacunes : 1. Définition très détaillée  2. Illustrations concrètes ou exemples. 3. Pour quelles activités ou quelles entreprises ce concept est important. Ajoute des URLs de pages web ou de vidéos Youtube qui permettent de mieux comprendre le concept, s’ils existent, sinon n’ajoute rien. Ne traduis pas le terme en français s'il s'agit d'un terme en anglais\nDéfinition:\n,text-davinci-003,2000,0.6,1,0.2,0.3,,
